Team_id,Team,Player,Position,Matchs,On_start_%,Goals,Assists,Total_Points,Points_Average,Last_5_games_points,J_2,J_1,J_0,J_-1,J_-2,Avg_last_5_games,Value
16,UD Almería,Fernando Martínez,PT,2,100,0,0,16,8,"['12', '4', 0, 0, 0]",12,4,0,0,0,3.2,2630000
16,UD Almería,Rosic,PT,2,0,0,0,0,0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,200000
16,UD Almería,Pacheco,PT,2,0,0,0,0,0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,2350000
16,UD Almería,Rodrigo Ely,DF,2,100,0,0,9,4.5,"['6', '3', 0, 0, 0]",6,3,0,0,0,1.8,2450000
16,UD Almería,Kaiky,DF,2,100,0,0,9,4.5,"['5', '4', 0, 0, 0]",5,4,0,0,0,1.8,2050000
16,UD Almería,Akieme,DF,2,100,0,1,7,3.5,"['4', '4', 0, 0, 0]",4,4,0,0,0,1.6,2150000
16,UD Almería,Chumi,DF,2,50,0,0,7,3.5,"['2', '5', 0, 0, 0]",2,5,0,0,0,1.4,690000
16,UD Almería,Babic,DF,2,100,1,0,4,2,"['2', '2', 0, 0, 0]",2,2,0,0,0,0.8,2160000
16,UD Almería,Álex Pozo,DF,2,0,1,0,0,0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,1340000
16,UD Almería,Juanjo Nieto,DF,2,0,0,1,0,0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,330000
16,UD Almería,Iván Martos,DF,2,0,0,0,0,0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,220000
16,UD Almería,Mendes,DF,2,0,0,0,0,0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,680000
16,UD Almería,Álex Centelles,DF,1,0,0,0,0,0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,260000
16,UD Almería,Ramazani,MD,2,100,0,0,16,8,"['9', '7', 0, 0, 0]",9,7,0,0,0,3.2,5000000
16,UD Almería,Eguaras,MD,1,100,0,0,13,6.5,"['8', '5', 0, 0, 0]",8,5,0,0,0,2.6,1740000
16,UD Almería,Robertone,MD,1,100,0,0,11,5.5,"['3', '8', 0, 0, 0]",3,8,0,0,0,2.2,3250000
16,UD Almería,Samu Costa,MD,2,100,0,0,9,4.5,"['3', '5', 0, 0, 0]",3,5,0,0,0,1.6,2240000
16,UD Almería,Francisco Portillo,MD,0,0,0,0,4,2,"['2', '2', 0, 0, 0]",2,2,0,0,0,0.8,1570000
16,UD Almería,Curro Sánchez,MD,0,0,0,0,4,4,"['4', '-', 0, 0, 0]",4,0,0,0,0,0.8,670000
16,UD Almería,Arnau Puigmal,MD,0,50,0,0,3,1.5,"['2', '1', 0, 0, 0]",2,1,0,0,0,0.6,620000
16,UD Almería,Lazo,MD,0,0,0,0,2,2,"['2', '-', 0, 0, 0]",2,0,0,0,0,0.4,730000
