Team_id,Team,Player,Position,Matchs,On_start_%,Goals,Assists,Total_Points,Points_Average,Last_5_games_points,J_2,J_1,J_0,J_-1,J_-2,Avg_last_5_games,Value
7,Real Madrid CF,Courtois,PT,2,100,1,1,9,4.5,"['7', '2', 0, 0, 0]",7,2,0,0,0,1.8,8090000
7,Real Madrid CF,Lunin,PT,2,0,0,0,0,0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,470000
7,Real Madrid CF,Alaba,DF,2,50,1,0,19,9.5,"['14', '5', 0, 0, 0]",14,5,0,0,0,3.8,9860000
7,Real Madrid CF,Lucas Vázquez,DF,2,50,1,1,16,8,"['14', '2', 0, 0, 0]",14,2,0,0,0,3.2,4310000
7,Real Madrid CF,Ferland Mendy,DF,2,100,0,0,7,3.5,"['2', '5', 0, 0, 0]",2,5,0,0,0,1.4,5910000
7,Real Madrid CF,Rüdiger,DF,2,50,0,0,6,3,"['4', '2', 0, 0, 0]",4,2,0,0,0,1.2,10750000
7,Real Madrid CF,Nacho Fernández,DF,2,50,0,0,4,4,"['4', '-', 0, 0, 0]",4,0,0,0,0,0.8,1820000
7,Real Madrid CF,Carvajal,DF,2,50,1,1,3,3,"['-', '3', 0, 0, 0]",0,3,0,0,0,0.6,5960000
7,Real Madrid CF,Éder Militão,DF,2,50,0,0,2,2,"['-', '2', 0, 0, 0]",0,2,0,0,0,0.4,8180000
7,Real Madrid CF,Odriozola,DF,2,0,1,0,0,0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,600000
7,Real Madrid CF,Jesús Vallejo,DF,2,0,1,1,0,0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,620000
7,Real Madrid CF,Modric,MD,1,50,0,0,20,10,"['4', '16', 0, 0, 0]",4,16,0,0,0,4.0,13610000
7,Real Madrid CF,Fede Valverde,MD,1,100,0,0,20,10,"['8', '12', 0, 0, 0]",8,12,0,0,0,4.0,11820000
7,Real Madrid CF,Tchouaméni,MD,1,100,0,0,12,6,"['4', '8', 0, 0, 0]",4,8,0,0,0,2.4,7610000
7,Real Madrid CF,Camavinga,MD,1,100,0,0,9,4.5,"['9', '-', 0, 0, 0]",9,0,0,0,0,1.8,7420000
7,Real Madrid CF,Kroos,MD,2,50,0,0,9,9,"['4', '5', 0, 0, 0]",4,5,0,0,0,1.8,15160000
7,Real Madrid CF,Dani Ceballos,MD,2,0,0,0,6,3,"['3', '3', 0, 0, 0]",3,3,0,0,0,1.2,2480000
7,Real Madrid CF,Vinícius Júnior,DL,1,100,0,0,21,10.5,"['7', '14', 0, 0, 0]",7,14,0,0,0,4.2,26110000
7,Real Madrid CF,Benzema,DL,1,100,0,0,10,5,"['3', '7', 0, 0, 0]",3,7,0,0,0,2.0,28410000
7,Real Madrid CF,Asensio,DL,0,0,0,0,3,3,"['-', '3', 0, 0, 0]",0,3,0,0,0,0.6,4240000
7,Real Madrid CF,Eden Hazard,DL,0,0,0,0,1,0.5,"['4', '-3', 0, 0, 0]",4,-3,0,0,0,0.2,6480000
7,Real Madrid CF,Mariano Díaz,DL,0,0,0,0,0,0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,1430000
7,Real Madrid CF,Peter González,DL,0,0,0,0,0,0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,650000
7,Real Madrid CF,Latasa,DL,0,0,0,0,0,0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0,740000
