Player,Matchs,Goals,Assists
Yeray Álvarez,2,0,0
Yuri Berchiche,2,0,0
Óscar ,2,0,0
Unai Simón,2,0,0
Mikel Vesga,2,0,1
Daniel Vivian,2,0,0
Iñaki Williams,2,0,0
Iker Muniain,2,0,0
Álex Berenguer,2,1,0
Oihan Sancet,2,0,0
Nico Williams,2,0,0
Asier Villalibre,1,0,0
Oier Zarraga,2,0,0
Raúl García,2,0,0
Gorka Guruzeta,1,0,0
Unai Venced,1,0,0
Malcom Abdul,1,0,0
Ander Capa,1,0,0
Jon Morcillo,1,0,0
Dani García,0,0,0
Iru,0,0,0
Iñigo Lekue,0,0,0
Peru Nolaskoain,0,0,0
Aitor Paredes,0,0,0
Koke,2,0,0
Reinildo Mandava,2,0,0
Jan Oblak,2,0,0
Axel Witsel,2,0,0
Nahuel Molina,2,0,0
Stefan Savić,2,0,0
João Félix,2,0,3
Álvaro Morata,2,2,0
Thomas Lemar,2,0,0
Marcos Llorente,2,0,0
Yannick Carrasco,2,0,0
Saúl Ñíguez,1,0,0
Rodrigo ,2,0,0
Antoine Griezmann,2,1,0
Ángel Correa,2,0,0
Matheus Cunha,2,0,0
José Mar,1,0,0
Felipe,0,0,0
Antonio Gomis,0,0,0
Ivo Grbić,0,0,0
Mario Hermoso,0,0,0
Geoffrey Kondogbia,0,0,0
Renan Lodi,0,0,0
Marco Moreno,0,0,0
Juan Cr,2,0,0
David García,2,0,0
Moi Gómez,2,0,0
Sergio Herrera,2,0,0
Lucas Torró,2,0,0
Unai García,2,0,0
Jon Moncayola,2,0,0
Aimar Oroz,2,1,0
Ezequiel Ávila,2,2,0
Rubén Peña,2,0,1
Ante Budimir,1,0,0
Kike Barja,1,0,0
Nacho Vidal,2,0,0
Darko Brašanac,2,0,0
Kike,2,1,0
Rubén García,1,0,0
Manuel Sánchez,1,0,0
Pablo Ibáñez,1,0,0
Roberto Torres,1,0,0
Iker Benito,0,0,0
Aitor Fernández,0,0,0
Aridane Hernández,0,0,0
Jorge Herrando,0,0,0
Javi Martínez,0,0,0
Juan Pérez,0,0,0
Leandro Cabrera,2,0,0
Sergi Darder,2,0,0
Óscar Gil,2,0,0
Joselu,2,1,0
