Team_id,Team,Player,Position,Matchs,On_start_%,Goals,Assists,Total_Points,Points_Average,Last_5_games_points,J_3,J_2,J_1,J_0,J_-1,Avg_last_5_games,Value
7,Real Madrid CF,Courtois,PT,3,100,3,1,14,4.7,"['7', '2', '5', 0, 0]",7,2,5,0,0,2.8,7760000
7,Real Madrid CF,Lunin,PT,3,0,0,0,0,0,"['-', '-', '-', 0, 0]",0,0,0,0,0,0.0,580000
7,Real Madrid CF,Alaba,DF,3,67,2,1,21,7,"['14', '5', '2', 0, 0]",14,5,2,0,0,4.2,10120000
7,Real Madrid CF,Lucas Vázquez,DF,3,67,0,1,18,6,"['14', '2', '2', 0, 0]",14,2,2,0,0,3.6,4830000
7,Real Madrid CF,Rüdiger,DF,3,67,1,0,10,3.3,"['4', '2', '4', 0, 0]",4,2,4,0,0,2.0,11120000
7,Real Madrid CF,Éder Militão,DF,3,67,0,0,8,4,"['-', '2', '6', 0, 0]",0,2,6,0,0,1.6,7340000
7,Real Madrid CF,Ferland Mendy,DF,3,67,1,0,7,3.5,"['2', '5', '-', 0, 0]",2,5,0,0,0,1.4,5960000
7,Real Madrid CF,Carvajal,DF,3,33,1,1,5,2.5,"['-', '3', '2', 0, 0]",0,3,2,0,0,1.0,5150000
7,Real Madrid CF,Nacho Fernández,DF,2,33,0,0,4,4,"['4', '-', '-', 0, 0]",4,0,0,0,0,0.8,1750000
7,Real Madrid CF,Odriozola,DF,3,0,1,1,0,0,"['-', '-', '-', 0, 0]",0,0,0,0,0,0.0,600000
7,Real Madrid CF,Jesús Vallejo,DF,2,0,0,0,0,0,"['-', '-', '-', 0, 0]",0,0,0,0,0,0.0,590000
7,Real Madrid CF,Modric,MD,2,67,0,0,24,8,"['4', '16', '4', 0, 0]",4,16,4,0,0,4.8,14150000
7,Real Madrid CF,Fede Valverde,MD,3,100,0,0,23,7.7,"['8', '12', '3', 0, 0]",8,12,3,0,0,4.6,12410000
7,Real Madrid CF,Tchouaméni,MD,1,100,0,0,19,6.3,"['4', '8', '7', 0, 0]",4,8,7,0,0,3.8,9640000
7,Real Madrid CF,Camavinga,MD,2,67,0,0,13,4.3,"['9', '-', '4', 0, 0]",9,0,4,0,0,2.6,7470000
7,Real Madrid CF,Kroos,MD,2,67,0,0,13,6.5,"['4', '5', '4', 0, 0]",4,5,4,0,0,2.6,15050000
7,Real Madrid CF,Dani Ceballos,MD,3,0,0,0,11,3.7,"['3', '3', '5', 0, 0]",3,3,5,0,0,2.2,3010000
7,Real Madrid CF,Vinícius Júnior,DL,1,100,0,1,31,10.3,"['7', '14', '10', 0, 0]",7,14,10,0,0,6.2,24220000
7,Real Madrid CF,Benzema,DL,1,100,0,0,27,9,"['3', '7', '17', 0, 0]",3,7,17,0,0,5.4,29570000
7,Real Madrid CF,Rodrygo,DL,1,0,0,0,6,6,"['-', '-', '6', 0, 0]",0,0,6,0,0,1.2,10020000
7,Real Madrid CF,Asensio,DL,0,0,0,0,3,3,"['-', '3', '-', 0, 0]",0,3,0,0,0,0.6,3990000
7,Real Madrid CF,Eden Hazard,DL,0,0,0,0,1,0.5,"['4', '-3', '-', 0, 0]",4,-3,0,0,0,0.2,6460000
7,Real Madrid CF,Mariano Díaz,DL,0,0,0,0,0,0,"['-', '-', '-', 0, 0]",0,0,0,0,0,0.0,1540000
7,Real Madrid CF,Peter González,DL,0,0,0,0,0,0,"['-', '-', '-', 0, 0]",0,0,0,0,0,0.0,570000
