Team_id,Team,Player,Position,Matchs,On_start_%,Goals,Assists,Total_Points,Points_Average,Last_5_games_points,J_3,J_2,J_1,J_0,J_-1,Avg_last_5_games,Value
9,RCD Mallorca,Rajkovic,PT,3,100,0,0,18,6,"['11', '1', '6', 0, 0]",11,1,6,0,0,3.6,4000000
9,RCD Mallorca,Greif,PT,3,0,0,0,0,0,"['-', '-', '-', 0, 0]",0,0,0,0,0,0.0,240000
9,RCD Mallorca,Leo Román,PT,3,0,0,0,0,0,"['-', '-', '-', 0, 0]",0,0,0,0,0,0.0,920000
9,RCD Mallorca,Martin Valjent,DF,3,100,0,0,18,6,"['8', '3', '7', 0, 0]",8,3,7,0,0,3.6,2200000
9,RCD Mallorca,Maffeo,DF,3,100,0,0,16,5.3,"['5', '4', '7', 0, 0]",5,4,7,0,0,3.2,3540000
9,RCD Mallorca,Copete,DF,3,100,0,0,16,5.3,"['7', '2', '7', 0, 0]",7,2,7,0,0,3.2,2870000
9,RCD Mallorca,Raíllo,DF,3,100,2,0,15,5,"['5', '3', '7', 0, 0]",5,3,7,0,0,3.0,2910000
9,RCD Mallorca,Jaume Costa,DF,3,100,0,0,13,4.3,"['3', '5', '5', 0, 0]",3,5,5,0,0,2.6,2170000
9,RCD Mallorca,Braian Cufré,DF,3,0,1,1,0,0,"['-', '-', '-', 0, 0]",0,0,0,0,0,0.0,390000
9,RCD Mallorca,Josep Gayá,DF,3,0,0,1,0,0,"['-', '-', '-', 0, 0]",0,0,0,0,0,0.0,230000
9,RCD Mallorca,Giovanni González,DF,3,0,0,0,0,0,"['-', '-', '-', 0, 0]",0,0,0,0,0,0.0,340000
9,RCD Mallorca,Franco Russo,DF,3,0,0,0,0,0,"['-', '-', '-', 0, 0]",0,0,0,0,0,0.0,420000
9,RCD Mallorca,Kang-In Lee,MD,3,100,0,0,26,8.7,"['4', '11', '11', 0, 0]",4,11,11,0,0,5.2,2820000
9,RCD Mallorca,Grenier,MD,2,100,0,0,12,4,"['4', '4', '4', 0, 0]",4,4,4,0,0,2.4,2090000
9,RCD Mallorca,Dani Rodríguez,MD,1,100,0,0,9,3,"['4', '0', '5', 0, 0]",4,0,5,0,0,1.8,3130000
9,RCD Mallorca,Idrissu Baba,MD,2,0,0,0,6,3,"['2', '4', '-', 0, 0]",2,4,0,0,0,1.2,1810000
9,RCD Mallorca,Rodrigo Battaglia,MD,1,100,0,0,5,1.7,"['4', '-1', '2', 0, 0]",4,-1,2,0,0,1.0,1250000
9,RCD Mallorca,Antonio Sánchez,MD,0,0,0,0,4,1.3,"['1', '2', '1', 0, 0]",1,2,1,0,0,0.8,680000
9,RCD Mallorca,Lago Júnior,MD,0,0,0,0,4,2,"['2', '2', '-', 0, 0]",2,2,0,0,0,0.8,380000
9,RCD Mallorca,Ruiz de Galarreta,MD,0,0,0,0,2,2,"['-', '-', '2', 0, 0]",0,0,2,0,0,0.4,720000
9,RCD Mallorca,Javi Llabres,MD,0,0,0,0,2,2,"['-', '-', '2', 0, 0]",0,0,2,0,0,0.4,220000
9,RCD Mallorca,Amath Ndiaye,MD,0,0,0,0,0,0,"['-', '-', '-', 0, 0]",0,0,0,0,0,0.0,310000
9,RCD Mallorca,Muriqi,DL,0,100,0,0,22,7.3,"['2', '9', '11', 0, 0]",2,9,11,0,0,4.4,9950000
9,RCD Mallorca,Abdón Prats,DL,0,0,0,0,8,2.7,"['2', '4', '2', 0, 0]",2,4,2,0,0,1.6,870000
9,RCD Mallorca,Kadewere,DL,0,0,0,0,0,0,"['-', '-', '-', 0, 0]",0,0,0,0,0,0.0,1000000
